0min 100W,,,,60min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,,,,,75min 50W,,,,,,,,0 min 100W,,,,,,,,60 min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,75min 50W,,,,,,0 min 100W 100%,60 min 100W 100%,,,,,0 min 50W 100%,,,,,75 min 50W 100%,,,0min 100W 11-16%,,,60min 100W 11-16%,,,,,,0min 50W 11-16%,,,75min 50W 11-16%,,,,1020,,,,,,,,,,,60 min 100W,absolute error ,0 min 100 W,error,75min 50W,error,0 min 50 W,error,,
,,110923,,,,101223,,092823 - IR out,,91523,,83123,,102824,,Average,st. dev.,,,010324 -2nd good,,122123 -power surge,,122723 -purge,,121823 -oscillate,,Average,st. dev.,,,010523,,122923 -purge,,Average,st. dev.,,,81524,,81624,,Average,st. dev.,,,71824,,090324 -purge,,92424,,100824 -purge,,101524,,Average,st. dev.,,,82724,,083024 -purge,,Average,st. dev.,,,91724,,,,110923,101223,92823,91523,83123,ave,10324,122123,122723,121823,ave,10524,122923,ave,81524,81624,ave,71824,90324,92424,100824,101524,ave,82724,83024,ave,91724,,,,100%,,,,14-19%,,,,percentage,thickness,,0,0,0,0,0,0,0,0,,
Temp,Fluence,Integrated Absorbance,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,,,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,,,,temp,fluence,norm. int. absorbance,error,temp,fluence,norm. int. absorbance,error,,,,1.62E+17,4.2E+16,1.62E+17,4.2E+16,1.515E+17,2.25E+16,1.515E+17,2.25E+16,,0
170K,2.592E+18,0.0059,0.00091176,110K,2.592E+18,0.0076,0.001175924,0.023,0.004271917,0.02529,0.004397496,0.01111,0.004124898,,,0.00426477,0.001548436,170K,2.424E+18,0.00508,0.000736766,0.0051,0.000798872,0.0035,0.000517445,0.00344,0.000516594,0.000642419,0.000147003,110K,2.424E+18,0.02861,0.004425367,0.0275,0.004500818,0.004463093,3.77255E-05,170K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43548E-05,5.72057E-05,0.000207818,0.000213927,0.000200666,0.000169904,3.58418E-05,3.88631E-05,2.51724E-05,1.77703E-05,2.94119E-05,0.000215283,0.000218953,0.000217118,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,4.212E+18,0.000449821,,,,,,,,,,,,,,,,,,,,,
180K,2.754E+18,0.0049,0.000757225,120K,2.754E+18,,,,,,,,,,,,,180K,2.5755E+18,0.00356,0.000516316,0.00641,0.001004073,0.00282,0.000416913,0.00478,0.000717825,0.000663782,0.000259107,120K,2.5755E+18,0.02491,0.003853055,0.02585,0.004230769,0.004041912,0.000188857,180K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6837E-05,,,,,,2.51175E-05,4.88456E-05,2.02818E-05,2.46924E-05,2.97343E-05,0.000187441,0.000205816,0.000196629,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,4.536E+18,0.00029565,,,,,,,,,,,,,,,,,,,,,
190K,2.916E+18,0.0043,0.000664503,130K,2.916E+18,0.0026,0.00040229,0.01682,0.003124071,0.01511,0.002627369,0.00585,0.002171976,,,0.002641139,0.001185026,190K,2.727E+18,0.00389,0.000564177,0.00349,0.000546679,0.00357,0.000527794,0.00387,0.000581168,0.000554955,2.29375E-05,130K,2.727E+18,0.02205,0.003410673,0.0222,0.003633388,0.00352203,0.000111358,190K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23264E-05,1.95704E-05,0.000151978,0.000127815,0.000105661,0.000101256,2.74458E-05,2.65945E-05,2.56758E-05,1.99916E-05,2.49269E-05,0.000165921,0.000176755,0.000171338,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,4.86E+18,4.53637E-05,,,,,,,,,,,,,,,,,,,,,
200K,3.078E+18,0.0035,0.000540875,140K,3.078E+18,,,,,,,,,,,,,200K,2.8785E+18,0.00333,0.000482959,0.00275,0.000430764,0.00304,0.000449438,0.0033,0.00049557,0.000464683,2.98378E-05,140K,2.8785E+18,0.0146,0.002258314,,,0.002258314,,200K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63122E-05,,,,,,2.34947E-05,2.09556E-05,2.1864E-05,1.70471E-05,2.08403E-05,0.000109861,,0.000109861,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,5.184E+18,0.00014029,,,,,,,,,,,,,,,,,,,,,
210K,3.24E+18,0.0041,0.000633596,150K,3.24E+18,0.0001,1.54727E-05,0.00643,0.001194279,0.00605,0.001051991,0.00326,0.001210366,,,0.001152212,0.000572808,210K,3.03E+18,0.00355,0.000514866,0.0029,0.000454261,0.00387,0.000572147,0.00306,0.000459528,0.0005002,5.52449E-05,150K,3.03E+18,0.00916,0.00141686,0.00908,0.001486088,0.001451474,3.46142E-05,210K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08228E-05,7.52707E-07,5.80986E-05,5.11767E-05,5.88812E-05,4.22273E-05,2.50469E-05,2.20986E-05,2.78335E-05,1.58073E-05,2.26966E-05,6.89266E-05,7.22944E-05,7.06105E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,5.508E+18,-0.000182676,,,,,,,,,,,,,,,,,,,,,
220K,3.402E+18,0.004,0.000618142,160K,3.402E+18,,,,,,,,,,,,,220K,3.1815E+18,0.00162,0.000234953,0.00195,0.000305451,0.00132,0.000195151,0.0034,0.000510587,0.000311535,0.00014032,160K,3.1815E+18,0.00491,0.000759474,0.00565,0.000924714,0.000842094,8.26197E-05,220K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00711E-05,,,,,,1.14299E-05,1.48594E-05,9.49359E-06,1.75637E-05,1.33366E-05,3.69465E-05,4.4985E-05,4.09657E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,5.832E+18,-1.60864E-05,,,,,,,,,,,,,,,,,,,,,
230K,3.564E+18,0.0017,0.000262711,170K,3.564E+18,-0.0009,-0.000139254,-0.0035,-0.000650074,0.00396,0.000688576,0.00184,0.000683151,,,0.000240551,0.00065778,230K,3.333E+18,0.00219,0.000317621,0.00249,0.000390038,0.00143,0.000211413,0.00121,0.000181709,0.000275195,9.62576E-05,170K,3.333E+18,0.00535,0.000827533,0.00438,0.000716858,0.000772195,5.53376E-05,230K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27802E-05,6.77436E-06,3.16245E-05,3.34975E-05,3.32336E-05,2.62825E-05,1.54515E-05,1.89743E-05,1.02847E-05,6.2506E-06,1.27403E-05,4.02574E-05,3.48733E-05,3.75653E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
240K,3.726E+18,0.0012,0.000185443,180K,3.726E+18,,,,,,,,,,,,,240K,3.4845E+18,0.00098,0.000142132,0.0013,0.000203634,-0.00095,-0.000140449,0.00051,7.65881E-05,7.04762E-05,0.000149881,180K,3.4845E+18,0.00431,0.000666667,0.00498,0.000815057,0.000740862,7.41953E-05,240K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02132E-06,,,,,,6.91436E-06,9.90628E-06,6.83251E-06,2.63455E-06,6.57192E-06,3.24316E-05,3.96505E-05,3.6041E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
250K,3.888E+18,0.0005,7.72678E-05,190K,3.888E+18,-0.0003,-4.64181E-05,,,0.00278,0.000483394,0.00254,0.000943046,,,0.00071322,0.000495146,250K,3.636E+18,0.00026,3.77085E-05,0.00144,0.000225564,-0.00091,-0.000134536,0.00106,0.000159183,7.19799E-05,0.00015813,190K,3.636E+18,0.00371,0.000573859,0.00565,0.000924714,0.000749286,0.000175427,250K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75888E-06,2.25812E-06,0.00018794,2.35159E-05,4.58768E-05,6.48976E-05,1.83442E-06,1.09731E-05,6.54482E-06,5.47573E-06,6.20702E-06,2.79168E-05,4.4985E-05,3.64509E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
260K,4.05E+18,0.0016,0.000247257,200K,4.05E+18,,,,,,,,,,,,,260K,3.7875E+18,-0.00201,-0.000291516,0.00044,6.89223E-05,-0.00066,-9.75754E-05,0.00022,3.3038E-05,-7.17827E-05,0.000163027,200K,3.7875E+18,0.00554,0.000856922,0.00236,0.000386252,0.000621587,0.000235335,260K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20284E-05,,,,,,1.41815E-05,3.35289E-06,4.74679E-06,1.13647E-06,5.85441E-06,4.16871E-05,1.87902E-05,3.02386E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
270K,4.212E+18,0.0006,9.27214E-05,210K,4.212E+18,0.0009,0.000139254,,,0.00385,0.000669449,0.00062,0.000230192,,,0.000449821,0.000283526,270K,3.939E+18,-0.0024,-0.000348078,0.00053,8.30201E-05,-0.0005,-7.39208E-05,-0.00115,-0.000172699,-0.000127919,0.000180634,210K,3.939E+18,0.00308,0.000476411,0.00372,0.000608838,0.000542625,6.62133E-05,270K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51066E-06,6.77436E-06,0.000430996,3.2567E-05,1.11983E-05,0.000120384,1.69331E-05,4.03871E-06,3.59606E-06,5.94065E-06,7.62714E-06,2.31762E-05,2.96184E-05,2.63973E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
280K,4.374E+18,-0.0001,-1.54536E-05,220K,4.374E+18,,,,,,,,,,,,,280K,4.0905E+18,-0.00207,-0.000300218,0.00025,3.91604E-05,-0.0012,-0.00017741,-0.00134,-0.000201231,-0.000159925,0.000142979,220K,4.0905E+18,0.00283,0.000437742,-0.00166,-0.000271686,8.3028E-05,0.000354714,280K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51776E-07,,,,,,1.46048E-05,1.90505E-06,8.63053E-06,6.92215E-06,8.01564E-06,2.1295E-05,1.32168E-05,1.72559E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
290K,4.536E+18,-0.0007,-0.000108175,230K,4.536E+18,0.0003,4.64181E-05,,,0.00276,0.000479917,0.0003,0.000111383,,,0.00029565,0.000233794,290K,4.242E+18,-0.00213,-0.00030892,-0.00041,-6.42231E-05,-0.00136,-0.000201064,-0.00192,-0.000288332,-0.000215635,0.000111242,230K,4.242E+18,0.00117,0.000180974,0.00014,2.29133E-05,0.000101944,7.90306E-05,290K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26243E-06,2.25812E-06,0.000722845,2.33467E-05,5.41852E-06,0.000188467,1.50281E-05,3.12429E-06,9.78127E-06,9.9183E-06,9.463E-06,8.80395E-06,1.11467E-06,4.95931E-06,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
300K,4.698E+18,-0.0003,-4.63607E-05,240K,4.698E+18,,,,,,,,,,,,,300K,4.3935E+18,-0.00166,-0.000240754,0.00022,3.44612E-05,-0.00104,-0.000153755,-0.00095,-0.000142664,-0.000125678,0.000115418,240K,4.3935E+18,0.00024,3.7123E-05,-0.00214,-0.000350245,-0.000156561,0.000193684,300K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25533E-06,,,,,,1.17121E-05,1.67645E-06,7.4798E-06,4.90749E-06,6.44395E-06,1.80594E-06,1.70385E-05,9.42224E-06,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
310K,4.86E+18,0.0009,0.000139082,250K,4.86E+18,-0.0013,-0.000201145,0.00094,0.000174591,0.00138,0.000239958,-0.00075,-0.000278458,,,4.53637E-05,0.000261408,310K,4.545E+18,0.00077,0.000111675,0.00078,0.00012218,-0.00363,-0.000536665,-0.00184,-0.000276318,-0.000144782,0.000320371,250K,4.545E+18,0.00072,0.000111369,-0.00164,-0.000268412,-7.85218E-05,0.000189891,310K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76599E-06,9.78519E-06,8.49343E-06,1.16734E-05,1.35463E-05,1.08746E-05,5.43271E-06,5.94377E-06,2.61074E-05,9.50504E-06,1.17472E-05,5.41781E-06,1.30576E-05,9.2377E-06,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,260K,5.022E+18,,,,,,,,,,,,,,,,,,,,,,,,,260K,4.6965E+18,-0.00032,-4.94973E-05,-0.0028,-0.000458265,-0.000253881,0.000204384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40792E-06,2.22934E-05,1.23507E-05,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,270K,5.184E+18,-0.0039,-0.000603435,0.00108,0.000200594,0.00046,7.99861E-05,,,,,0.00014029,0.000433604,,,,,,,,,,,,,270K,4.848E+18,-0.00023,-3.55762E-05,-0.00176,-0.000288052,-0.000161814,0.000126238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93556E-05,9.7584E-06,3.89112E-06,,1.4335E-05,,,,,,1.73069E-06,1.4013E-05,7.87185E-06,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,280K,5.346E+18,,,,,,,,,,,,,,,,,,,,,,,,,280K,4.9995E+18,-0.00077,-0.000119103,-0.00232,-0.000379705,-0.000249404,0.000130301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79405E-06,1.84717E-05,1.21329E-05,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,290K,5.508E+18,,,0.00013,2.41456E-05,-0.00224,-0.000389497,,,,,-0.000182676,0.00029249,,,,,,,,,,,,,290K,5.151E+18,-0.00234,-0.000361949,-0.00062,-0.000101473,-0.000231711,0.000130238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95704E-05,1.17462E-06,1.89481E-05,,1.3231E-05,,,,,,1.76079E-05,4.9364E-06,1.12721E-05,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,300K,5.67E+18,,,,,,,,,,,,,,,,,,,,,,,,,300K,5.3025E+18,-0.00239,-0.000369683,-0.00331,-0.000541735,-0.000455709,8.6026E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79841E-05,2.6354E-05,2.21691E-05,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,310K,5.832E+18,,,0.00154,0.000286033,-0.00183,-0.000318206,,,,,-1.60864E-05,0.000427261,,,,,,,,,,,,,310K,5.454E+18,-0.00106,-0.00016396,-0.00082,-0.000134206,-0.000149083,1.48768E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40866E-05,1.39148E-05,1.54799E-05,,1.78271E-05,,,,,,7.97622E-06,6.52879E-06,7.25251E-06,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production/Sublimation 1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100% Methanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-16% Methanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162 cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0min 100W,,,,60min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,,,,,75min 50W,,,,,,,,0 min 100W,,,,,,,,60 min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,75min 50W,,,,,,0 min 100W 100%,60 min 100W 100%,,,,,0 min 50W 100%,,,,,75 min 50W 100%,,,0min 100W 11-16%,,,60min 100W 11-16%,,,,,,0min 50W 11-16%,,,75min 50W 11-16%,,,,,,,,,,,,,,,,,,,,,,,,
,,110923,,,,101223,,092823 - IR out,,91523,,83123,,102824,,Average,st. dev.,,,010324 -2nd good,,122123 -power surge,,122723 -purge,,121823 -oscillate,,Average,st. dev.,,,010523,,122923 -purge,,Average,st. dev.,,,81524,,81624,,Average,st. dev.,,,71824,,090324 -purge,,92424,,100824 -purge,,101524,,Average,st. dev.,,,82724,,083024 -purge,,Average,st. dev.,,,91724,,,,110923,101223,92823,91523,83123,ave,10324,122123,122723,121823,ave,10524,122923,ave,81524,81624,ave,71824,90324,92424,100824,101524,ave,82724,83024,ave,91724,,,,100%,,,,,,,,,,,,,,,,,,,,
Temp,Fluence,Integrated Absorbance,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,,,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,,fluence,normalized absorbance,temp,fluence,norm. int. absorbance,error,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.54E+17,0.003067581,0.00014923,,,,,,,,,,,,,,,,,
20K,1.62E+17,0.01264,0.00195333,10,1.62E+17,0.00362,0.000560111,0.00953,0.001770059,0.000764,0.000132846,0.00387,0.001436846,,,0.001113251,0.000758678,20K,1.515E+17,0.01328,0.001926033,0.00826,0.00129386,0.01149,0.001698699,0.01242,0.001865145,0.001695934,0.000284751,12.5,1.515E+17,0.00965,0.001492653,0.00809,0.001324059,0.001408356,8.42969E-05,20K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.50245E-05,2.7248E-05,8.61089E-05,6.46264E-06,6.98989E-05,4.74296E-05,9.36966E-05,6.2943E-05,8.26374E-05,6.4159E-05,7.5859E-05,7.26137E-05,6.44121E-05,6.85129E-05,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,1.62E+17,0.001113251,50,6.17E+17,0.003848921,0.00018724,,,,,,,,,,,,,,,,,
30K,3.24E+17,0.02035,0.0031448,20,3.24E+17,0.00621,0.000960854,0.01189,0.002208395,0.01069,0.001858807,0.00611,0.002268508,,,0.002111904,0.000603208,30K,3.03E+17,0.02073,0.003006526,0.01507,0.002360589,0.01965,0.002905086,0.0196,0.002943385,0.002803897,0.000298483,25,3.03E+17,0.0147,0.002273782,0.01201,0.00196563,0.002119706,0.000154076,30K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000152986,4.67431E-05,0.000107433,9.04262E-05,0.000110357,8.87398E-05,0.00014626,0.000114837,0.000141325,0.000101249,0.000125918,0.000110614,9.56229E-05,0.000103118,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,3.24E+17,0.002111904,100,1.39E+18,0.003735743,0.000181734,,,,,,,,,,,,,,,,,
40K,4.86E+17,0.02462,0.003804667,30,4.86E+17,0.00734,0.001135695,0.01359,0.002524146,0.01357,0.00235959,0.00782,0.002903393,,,0.00259571,0.000764695,40K,4.545E+17,0.02628,0.003811458,0.01942,0.00304198,0.02435,0.003599941,0.02408,0.003616159,0.003517384,0.00033119,37.5,4.545E+17,0.01709,0.002643465,0.0141,0.002307692,0.002475579,0.000167886,40K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000185087,5.52487E-05,0.000122793,0.000114788,0.000141243,0.000108518,0.000185418,0.000147985,0.000175128,0.000124392,0.000158231,0.000128598,0.000112263,0.000120431,,,#DIV/0!,,,,,,#DIV/0!,,,#DIV/0!,,,4.86E+17,0.00259571,130,1.85E+18,0.002069274,0.000100665,,,,,,,,,,,,,,,,,
